dvm_edit,address_final,address_split?,subtotal,actual00,actual01,actual02,actual03,actual04,actual05,actual06,actual07,actual08,actual09,actual10,actual11,actual12,actual13,actual14,actual15,actual16,actual17,actual18
Grace Abbott Homes,1510-1520 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1511 W 14th Pl,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1515 W 14th Pl,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1516 W 14th St,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1520 W 15th St,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1520 W Hastings St,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1522-1528 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1524 W 14th Pl,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1525 W 14th St,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1526-1528 W 13th St,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1527-1537 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1528 W 14th St,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1530-1536 W Washburne Av,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1530-1540 W 13th St,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1530-1540 W Hastings St,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1532 W 15th St,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Grace Abbott Homes,1534 W 14th Pl,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Harold Ickes Homes,2222 S State St,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Harold Ickes Homes,2240-2250 S State St,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0
Harold Ickes Homes,2310 S State St,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Harold Ickes Homes,2320-2330 S State St,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0
Harold Ickes Homes,2350 S State St,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Harold Ickes Homes,2420-2430 S State St,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0
Harold Ickes Homes,2450 S State St,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Harold Ickes Homes,44 W 24th St,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3702-3708 S Vincennes Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Ida B. Wells Homes,3707-3711 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3709-3725 S Rhodes Av,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3709-3725 S Vincennes Av,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3710-3726 S Vincennes Av,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Ida B. Wells Homes,3715-3721 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3723-3731 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3726 S Cottage Grove Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3728-3734 S Vincennes Av,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Ida B. Wells Homes,3733-3741 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3740-3756 S Cottage Grove Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3741 S Vincennes Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3742/3748/3756 S Vincennes Av,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3743-3751 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3753-3761 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3801-3809 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3802-3808 S Langley Av,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3808/ 3814/ 3820 S Vincennes Av,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3809 S Vincennes Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3810-3826 (3812) S Langley Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3811-3821 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3823-3831 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3828-3834 S Langley Av,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3833-3841 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3840-3858 S Langley Av,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3840-3858 S Vincennes Av,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3841 S Vincennes Av,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3841-3859 S Rhodes Av,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3843-3849 S Dr Martin Luther King Dr,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,3848-3852 S Vernon Av,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,408-420 E 39th St,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,409-421 E 37th St,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,500-510 E 39th St,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,501 E 37th Pl,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,504-508 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,504-510 E 38th St,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,505-509 E 38th St,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,505-511 E 38th St,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,510-516 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,511 E Browning Av,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,511-521 E 38th Pl,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,512-520 E 38th St,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,512-520 E 39th St,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,515 E 37th Pl,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,515-521 E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,518-524 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,520 E 38th Pl,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,521 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,522-530 E 39th St,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,523-529 E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,523-531 E 38th Pl,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,526-530 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,526-534 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,527 E 37th Pl,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,527 E Browning Av,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,527-535 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,530 E 38th Pl,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,531-541 E 37th St,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,532-538 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,532-542 E 39th St,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,533-537 E 38th Pl,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,536 E 38th St,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,537-545 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,539-547 E 38th Pl,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,540 E 36th St,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,540-546 E 37th Pl,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,543-559 E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,544-552 E 39th St,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,548-552 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,548-552 E 38th St,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,549 E 37th Pl,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,549-557 E 38th Pl,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,551-557E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,554-560 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,554-562 E 39th St,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,555-565 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,556 E 38th St,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,559 E Browning Av,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,559-563 E 38th Pl,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,559-569 E 37th St,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,560 E 38th Pl,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,561 E 38th St,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,562-568 E 37th Pl,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,564-570 E 39th St,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,570-574 E 37th Pl,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,571 E 37th Pl,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,571-577 E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,574 E 36th St,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,575 E Browning Av,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,579-585 E 37th St,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,587-597 E 37th St,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,600 E 39th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,601 E 37th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,601 E 38th Pl,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,601 E 38th St,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,605-621 E 37th Pl,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,606 E 38th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,606 E 38th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,609 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,610-616 E 37th Pl,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,612 E 39th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,617 E 38th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,618 E 38th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,618-620 E 38th St,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,620-624 E 39th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,620-636 E 37th Pl,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,623 E 37th St,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,627 E 38th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,629 E 38th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,629 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,630 E 39th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,631 E 38th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,632 E 38th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,633 E 37th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,635 E 37th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,636 E 38th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,638 E 38th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,638 E 38th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,640 E 37th Pl,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,642 E 39th St,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,647 E 38th Pl,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,647-655 E 37th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,649 E 37th St,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,649-657 E 38th Pl,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,650-654 E 39th St,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,650-658 E 38th Pl,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,650-658 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ida B. Wells Homes,651 E 38th St,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
